"time","pH"
878670,6.88642857142857
878730,6.88542857142857
878790,6.8855
878850,6.885
878910,6.88442857142857
878970,6.88455555555556
879030,6.88445454545455
879090,6.8845
879150,6.8845
879210,6.88442857142857
879270,6.88457142857143
879330,6.8844
879390,6.88533333333333
879450,6.8855
879510,6.88557142857143
879570,6.88633333333333
879630,6.88657142857143
879690,6.88666666666667
879750,6.88733333333333
879810,6.88757142857143
879870,6.888
879930,6.8886
879990,6.8895
880050,6.8895
880110,6.8905
880170,6.8905
880230,6.8915
880290,6.892
880350,6.89257142857143
880410,6.8935
880470,6.894
880530,6.89466666666667
880590,6.89533333333333
880650,6.89575
880710,6.89657142857143
880770,6.8975
880830,6.89766666666667
880890,6.89857142857143
880950,6.89866666666667
881010,6.8996
881070,6.9005
881130,6.9005
881190,6.90066666666667
881250,6.899
881310,6.8955
881370,6.8925
881430,6.8905
881490,6.8894
881550,6.8886
881610,6.888
881670,6.88744444444444
881730,6.887
881790,6.887
881850,6.887
881910,6.887
881970,6.887
882030,6.887
882090,6.88755555555556
882150,6.8875
882210,6.88833333333333
882270,6.8885
882330,6.88857142857143
882390,6.889
882450,6.8895
882510,6.88953846153846
882570,6.8895
882630,6.89033333333333
882690,6.8905
882750,6.89057142857143
882810,6.8905
882870,6.8905
882930,6.8905
882990,6.8915
883050,6.8915
883110,6.892
883170,6.89266666666667
883230,6.8925
883290,6.8934
883350,6.89366666666667
883410,6.8945
883470,6.8945
883530,6.8954
883590,6.89557142857143
883650,6.89633333333333
883710,6.8966
883770,6.89766666666667
883830,6.8986
883890,6.8996
883950,6.89966666666667
884010,6.90066666666667
884070,6.8995
884130,6.89616666666667
884190,6.892
884250,6.8895
884310,6.88933333333333
884370,6.8885
884430,6.88866666666667
884490,6.889
884550,6.889
884610,6.8895
884670,6.8896
884730,6.89
884790,6.8905
884850,6.89133333333333
884910,6.8916
884970,6.8915
885030,6.8924
885090,6.8925
885150,6.89275
885210,6.8935
885270,6.8935
885330,6.894
885390,6.89433333333333
885450,6.8946
885510,6.895
885570,6.896
885630,6.8966
885690,6.89733333333333
885750,6.89766666666667
885810,6.8985
885870,6.89933333333333
885930,6.89966666666667
885990,6.9005
886050,6.901
886110,6.9
886170,6.897
886230,6.89383333333333
886290,6.89
886350,6.8875
886410,6.88633333333333
886470,6.8845
886530,6.883
886590,6.8825
886650,6.882
886710,6.88133333333333
886770,6.8815
886830,6.881
886890,6.8806
886950,6.8805
887010,6.88042857142857
887070,6.8805
887130,6.8805
887190,6.8805
887250,6.88053846153846
887310,6.8805
887370,6.88066666666667
887430,6.881
887490,6.8815
887550,6.88166666666667
887610,6.882
887670,6.88233333333333
887730,6.88266666666667
887790,6.88366666666667
887850,6.8835
887910,6.8844
887970,6.885
888030,6.88566666666667
888090,6.8855
888150,6.88625
888210,6.88655555555556
888270,6.88733333333333
888330,6.88766666666667
888390,6.88833333333333
888450,6.88855555555556
888510,6.8895
888570,6.89
888630,6.89055555555556
888690,6.89066666666667
888750,6.89166666666667
888810,6.892
888870,6.89266666666667
888930,6.8935
888990,6.8945
889050,6.89466666666667
889110,6.89557142857143
889170,6.8965
889230,6.89733333333333
889290,6.8976
889350,6.8985
889410,6.89933333333333
889470,6.8996
889530,6.9006
889590,6.9014
889650,6.9015
889710,6.89985714285714
889770,6.8962
889830,6.8925
889890,6.8895
889950,6.88833333333333
890010,6.88733333333333
890070,6.88575
890130,6.88533333333333
890190,6.8845
890250,6.884
890310,6.8836
890370,6.8835
890430,6.88342857142857
890490,6.883
890550,6.883
890610,6.883
890670,6.883
890730,6.883
890790,6.88355555555556
890850,6.8835
890910,6.88366666666667
890970,6.8845
891030,6.884
891090,6.8845
891150,6.8845
891210,6.885
891270,6.885
891330,6.8855
891390,6.8856
891450,6.8866
891510,6.8865
891570,6.8874
891630,6.88766666666667
891690,6.888
891750,6.8885
891810,6.88942857142857
891870,6.88957142857143
891930,6.8906
891990,6.89083333333333
892050,6.89166666666667
892110,6.89257142857143
892170,6.8934
892230,6.894
892290,6.89457142857143
892350,6.895
892410,6.89557142857143
892470,6.89657142857143
892530,6.897
892590,6.89766666666667
892650,6.8985
892710,6.899
892770,6.8996
892830,6.90057142857143
892890,6.9014
892950,6.9015
893010,6.9005
893070,6.8972
893130,6.8935
893190,6.89
893250,6.8875
893310,6.885
893370,6.8838
893430,6.882
893490,6.8815
893550,6.8805
893610,6.87966666666667
893670,6.87933333333333
893730,6.8786
893790,6.87846153846154
893850,6.87833333333333
893910,6.8775
893970,6.8775
894030,6.8776
894090,6.8775
894150,6.8775
894210,6.878
894270,6.878
894330,6.8785
894390,6.8785
894450,6.87933333333333
894510,6.879
894570,6.8796
894630,6.88
894690,6.8805
894750,6.88066666666667
894810,6.88133333333333
894870,6.8816
894930,6.882
894990,6.88233333333333
895050,6.883
895110,6.8835
895170,6.884
895230,6.8846
895290,6.885
895350,6.88566666666667
895410,6.8865
895470,6.8872
895530,6.8875
895590,6.8885
895650,6.88866666666667
895710,6.88955555555556
895770,6.8905
895830,6.891
895890,6.89166666666667
895950,6.89254545454545
896010,6.8925
896070,6.8935
896130,6.8945
896190,6.8946
896250,6.89566666666667
896310,6.89633333333333
896370,6.89666666666667
896430,6.8975
896490,6.8985
896550,6.8985
896610,6.8995
896670,6.9006
896730,6.90133333333333
896790,6.90153846153846
896850,6.9
896910,6.8975
896970,6.89383333333333
897030,6.8895
897090,6.8858
897150,6.884
897210,6.8828
897270,6.881
897330,6.88033333333333
897390,6.8794
897450,6.8785
897510,6.8785
897570,6.87766666666667
897630,6.8775
897690,6.8775
897750,6.877
897810,6.877
897870,6.8775
897930,6.8774
897990,6.87757142857143
898050,6.87833333333333
898110,6.87833333333333
898170,6.8785
898230,6.8786
898290,6.879
898350,6.8794
898410,6.87957142857143
898470,6.88
898530,6.8805
898590,6.88066666666667
898650,6.8815
898710,6.8815
898770,6.88233333333333
898830,6.88257142857143
898890,6.8834
898950,6.88375
899010,6.8845
899070,6.885
899130,6.88566666666667
899190,6.88633333333333
899250,6.88657142857143
899310,6.8875
899370,6.8885
899430,6.88866666666667
899490,6.8896
899550,6.8905
899610,6.89066666666667
899670,6.89166666666667
899730,6.8924
899790,6.8934
899850,6.89385714285714
899910,6.8945
899970,6.89533333333333
900030,6.89566666666667
900090,6.8966
900150,6.8975
900210,6.898
900270,6.8985
900330,6.8992
900390,6.9
900450,6.90057142857143
900510,6.9015
900570,6.901
900630,6.899
900690,6.89616666666667
900750,6.8915
900810,6.8885
900870,6.886
900930,6.8848
900990,6.8834
901050,6.882
901110,6.8814
901170,6.8805
901230,6.88033333333333
901290,6.87942857142857
901350,6.87933333333333
901410,6.879
901470,6.879
901530,6.879
901590,6.879
901650,6.8795
901710,6.87955555555556
901770,6.8795
901830,6.88
901890,6.8795
901950,6.88
902010,6.88042857142857
902070,6.88055555555556
902130,6.8805
902190,6.8814
902250,6.8816
902310,6.88233333333333
902370,6.88255555555556
902430,6.8834
902490,6.8836
902550,6.88442857142857
902610,6.88466666666667
902670,6.8855
902730,6.886
902790,6.8866
902850,6.8875
902910,6.888
902970,6.88857142857143
903030,6.8895
903090,6.89033333333333
903150,6.89055555555556
903210,6.8915
903270,6.8915
903330,6.8925
903390,6.89333333333333
903450,6.89357142857143
903510,6.8945
903570,6.895
903630,6.8955
903690,6.8964
903750,6.897
903810,6.8975
903870,6.8985
903930,6.8995
903990,6.89966666666667
904050,6.90066666666667
904110,6.9015
904170,6.90125
904230,6.8995
904290,6.8955
904350,6.89257142857143
904410,6.889
904470,6.8875
904530,6.8855
904590,6.88433333333333
904650,6.88333333333333
904710,6.883
904770,6.88244444444444
904830,6.882
904890,6.8815
904950,6.88142857142857
905010,6.8815
905070,6.8815
905130,6.881
905190,6.8815
905250,6.8815
905310,6.8815
905370,6.88166666666667
905430,6.88166666666667
905490,6.882
905550,6.8825
905610,6.88266666666667
905670,6.8835
905730,6.8835
905790,6.884
905850,6.8845
905910,6.885
905970,6.8855
906030,6.886
906090,6.8865
906150,6.8875
906210,6.8875
906270,6.8884
906330,6.8886
906390,6.88957142857143
906450,6.89
906510,6.8906
906570,6.8915
906630,6.892
906690,6.89283333333333
906750,6.89345454545455
906810,6.89366666666667
906870,6.8946
906930,6.895
906990,6.8956
907050,6.8965
907110,6.8965
907170,6.8975
907230,6.898
907290,6.8986
907350,6.8996
907410,6.9006
907470,6.90166666666667
907530,6.90144444444444
907590,6.90033333333333
907650,6.8985
907710,6.8955
907770,6.8925
907830,6.891
907890,6.8895
907950,6.88833333333333
908010,6.8875
908070,6.8875
908130,6.887
908190,6.88644444444444
908250,6.8865
908310,6.88633333333333
908370,6.886
908430,6.8865
908490,6.88645454545454
908550,6.88655555555556
908610,6.8865
908670,6.887
908730,6.88733333333333
908790,6.88754545454545
908850,6.888
908910,6.88842857142857
908970,6.88855555555556
909030,6.88933333333333
909090,6.88957142857143
909150,6.89
909210,6.8906
909270,6.8915
909330,6.8915
909390,6.8925
909450,6.8925
909510,6.8935
909570,6.89366666666667
909630,6.89466666666667
909690,6.895
909750,6.8955
909810,6.8965
909870,6.8965
909930,6.8975
909990,6.8985
910050,6.89866666666667
910110,6.8995
910170,6.9004
910230,6.90066666666667
910290,6.901
910350,6.90033333333333
910410,6.898
910470,6.895
910530,6.89183333333333
910590,6.8885
910650,6.887
910710,6.8845
910770,6.8834
910830,6.8825
910890,6.8815
910950,6.881
911010,6.88044444444444
911070,6.88
911130,6.87966666666667
911190,6.87966666666667
911250,6.8795
911310,6.87966666666667
911370,6.87966666666667
911430,6.88
911490,6.88033333333333
911550,6.88057142857143
911610,6.881
911670,6.881
911730,6.8815
911790,6.882
911850,6.8825
911910,6.8825
911970,6.8834
912030,6.8836
912090,6.8845
912150,6.8846
912210,6.88533333333333
912270,6.88585714285714
912330,6.8865
912390,6.887
912450,6.8875
912510,6.88833333333333
912570,6.88866666666667
912630,6.8895
912690,6.88966666666667
912750,6.89055555555556
912810,6.8915
912870,6.89166666666667
912930,6.8925
912990,6.8935
913050,6.8945
913110,6.8945
913170,6.8954
913230,6.896
913290,6.89657142857143
913350,6.8975
913410,6.8975
913470,6.8985
913530,6.8994
913590,6.8996
913650,6.90054545454545
913710,6.9015
913770,6.9005
913830,6.898
913890,6.895
913950,6.8926
914010,6.8895
914070,6.8875
914130,6.88633333333333
914190,6.885
914250,6.88433333333333
914310,6.8835
914370,6.883
914430,6.8825
914490,6.882
914550,6.882
914610,6.882
914670,6.882
914730,6.882
914790,6.882
914850,6.88257142857143
914910,6.8825
914970,6.883
915030,6.8834
915090,6.8835
915150,6.88366666666667
915210,6.884
915270,6.8846
915330,6.8845
915390,6.8855
915450,6.88566666666667
915510,6.8865
915570,6.88666666666667
915630,6.88733333333333
915690,6.8876
915750,6.8885
915810,6.8885
915870,6.8895
915930,6.89
915990,6.8906
916050,6.8915
916110,6.892
916170,6.8926
916230,6.89333333333333
916290,6.894
916350,6.8945
916410,6.895
916470,6.8956
916530,6.89633333333333
916590,6.89666666666667
916650,6.8975
916710,6.89833333333333
916770,6.89866666666667
916830,6.8995
916890,6.9005
916950,6.9006
917010,6.9015
917070,6.901
917130,6.89857142857143
917190,6.89471428571429
917250,6.8915
917310,6.8895
917370,6.8874
917430,6.88566666666667
917490,6.885
917550,6.8845
917610,6.884
917670,6.88344444444444
917730,6.883
917790,6.883
917850,6.883
917910,6.883
917970,6.883
918030,6.883
918090,6.883
918150,6.883
918210,6.88355555555556
918270,6.8835
918330,6.884
918390,6.884
918450,6.8845
918510,6.8845
918570,6.88542857142857
918630,6.8856
918690,6.8864
918750,6.887
918810,6.888
918870,6.8875
918930,6.88842857142857
918990,6.88866666666667
919050,6.8894
919110,6.89
919170,6.89066666666667
919230,6.891
919290,6.89157142857143
919350,6.8925
919410,6.893
919470,6.89366666666667
919530,6.8944
919590,6.895
919650,6.89566666666667
919710,6.8965
919770,6.8975
919830,6.8975
919890,6.89855555555556
919950,6.8995
920010,6.8995
920070,6.9005
920130,6.9015
920190,6.9014
920250,6.8996
920310,6.8955
920370,6.892
920430,6.8888
920490,6.887
920550,6.8855
920610,6.88442857142857
920670,6.883
920730,6.8825
920790,6.88233333333333
920850,6.88166666666667
920910,6.88133333333333
920970,6.88133333333333
921030,6.881
921090,6.881
921150,6.881
921210,6.881
921270,6.881
921330,6.8815
921390,6.8815
921450,6.8815
921510,6.882
921570,6.8825
921630,6.8825
921690,6.883
921750,6.8835
921810,6.884
921870,6.88457142857143
921930,6.8845
921990,6.88555555555556
922050,6.886
922110,6.8866
922170,6.88742857142857
922230,6.8876
922290,6.8885
922350,6.889
922410,6.8896
922470,6.89033333333333
922530,6.89066666666667
922590,6.8915
922650,6.892
922710,6.8926
922770,6.89357142857143
922830,6.8945
922890,6.895
922950,6.89557142857143
923010,6.89642857142857
923070,6.89733333333333
923130,6.8975
923190,6.8985
923250,6.8995
923310,6.9006
923370,6.90066666666667
923430,6.9015
923490,6.8995
923550,6.8975
923610,6.895
923670,6.892
923730,6.88928571428571
923790,6.888
923850,6.88566666666667
923910,6.8845
923970,6.884
924030,6.883
924090,6.883
924150,6.88242857142857
924210,6.8825
924270,6.8825
924330,6.8825
924390,6.8825
924450,6.8826
924510,6.8825
924570,6.88244444444444
924630,6.8825
924690,6.883
924750,6.883
924810,6.88333333333333
924870,6.88366666666667
924930,6.884
924990,6.8845
925050,6.8845
925110,6.8854
925170,6.8856
925230,6.886
925290,6.8865
925350,6.88733333333333
925410,6.8875
925470,6.888
925530,6.8885
925590,6.8894
925650,6.88977777777778
925710,6.8905
925770,6.8905
925830,6.89166666666667
925890,6.8926
925950,6.89266666666667
926010,6.8936
926070,6.8944
926130,6.89533333333333
926190,6.89557142857143
926250,6.8965
926310,6.8965
926370,6.8975
926430,6.89766666666667
926490,6.8985
926550,6.89875
926610,6.8996
926670,6.90042857142857
926730,6.90066666666667
926790,6.901
926850,6.899
926910,6.896
926970,6.893
927030,6.89028571428571
927090,6.889
927150,6.88733333333333
927210,6.8864
927270,6.8854
927330,6.8855
927390,6.8845
927450,6.8845
927510,6.88433333333333
927570,6.884
927630,6.884
927690,6.884
927750,6.88433333333333
927810,6.88433333333333
927870,6.88466666666667
927930,6.88466666666667
927990,6.88533333333333
928050,6.88553846153846
928110,6.88633333333333
928170,6.8865
928230,6.88657142857143
928290,6.887
928350,6.8875
928410,6.888
928470,6.8886
928530,6.8895
928590,6.8895
928650,6.89033333333333
928710,6.89066666666667
928770,6.891
928830,6.89157142857143
928890,6.892
928950,6.89257142857143
929010,6.8935
929070,6.8935
929130,6.8945
929190,6.895
929250,6.89566666666667
929310,6.8965
929370,6.89666666666667
929430,6.8975
929490,6.898
929550,6.89857142857143
929610,6.8995
929670,6.90033333333333
929730,6.9005
929790,6.9005
929850,6.899
929910,6.8955
929970,6.8922
930030,6.88975
930090,6.888
930150,6.8865
930210,6.886
930270,6.88533333333333
930330,6.885
930390,6.88475
930450,6.88442857142857
930510,6.88455555555556
930570,6.8845
930630,6.8845
930690,6.8845
930750,6.885
930810,6.885
930870,6.8855
930930,6.88555555555556
930990,6.886
931050,6.8865
931110,6.8866
931170,6.887
931230,6.88766666666667
931290,6.888
931350,6.88866666666667
931410,6.8895
931470,6.8902
931530,6.8916
931590,6.89266666666667
931650,6.894
931710,6.895
931770,6.895
931830,6.89542857142857
931890,6.8955
931950,6.89466666666667
932010,6.894
932070,6.89333333333333
932130,6.89166666666667
932190,6.8905
932250,6.88933333333333
932310,6.888
932370,6.8875
932430,6.8865
932490,6.8854
932550,6.8845
932610,6.88366666666667
932670,6.88342857142857
932730,6.88266666666667
932790,6.88166666666667
932850,6.88066666666667
932910,6.8805
932970,6.8795
933030,6.8785
933090,6.878
933150,6.8774
933210,6.877
933270,6.87633333333333
933330,6.8755
933390,6.87533333333333
933450,6.87466666666667
933510,6.8744
933570,6.874
933630,6.874
933690,6.8734
933750,6.873
933810,6.8725
933870,6.87233333333333
933930,6.8725
933990,6.8725
934050,6.872
934110,6.872
934170,6.87145454545455
934230,6.8715
934290,6.871
934350,6.871
934410,6.871
934470,6.871
934530,6.871
934590,6.871
934650,6.871
934710,6.871
934770,6.871
934830,6.8715
934890,6.87157142857143
934950,6.8715
935010,6.872
935070,6.872
935130,6.872
935190,6.87233333333333
935250,6.8726
935310,6.8725
935370,6.873
935430,6.873
935490,6.8735
935550,6.8735
935610,6.8735
935670,6.874
935730,6.8745
935790,6.8745
935850,6.875
935910,6.8755
935970,6.8755
936030,6.876
936090,6.876
936150,6.87655555555556
936210,6.877
936270,6.87733333333333
936330,6.8775
936390,6.878
936450,6.878
936510,6.8785
936570,6.879
936630,6.879
936690,6.8795
936750,6.88
936810,6.8804
936870,6.881
936930,6.88133333333333
936990,6.882
937050,6.88233333333333
937110,6.88257142857143
937170,6.883
937230,6.88355555555556
937290,6.884
937350,6.884
937410,6.885
937470,6.8855
937530,6.8855
937590,6.8865
937650,6.887
937710,6.88733333333333
937770,6.888
937830,6.888
937890,6.8885
937950,6.889
938010,6.8895
938070,6.89
938130,6.8906
938190,6.891
938250,6.8916
938310,6.892
938370,6.8926
938430,6.89333333333333
938490,6.89357142857143
938550,6.8944
938610,6.895
938670,6.89525
938730,6.89566666666667
938790,6.89633333333333
938850,6.89666666666667
938910,6.89733333333333
938970,6.898
939030,6.89833333333333
939090,6.899
939150,6.8996
939210,6.9
939270,6.90057142857143
939330,6.901
939390,6.9
939450,6.897
939510,6.8935
939570,6.8905
939630,6.8894
939690,6.88833333333333
939750,6.88766666666667
939810,6.88742857142857
939870,6.887
939930,6.88666666666667
939990,6.8865
940050,6.8865
940110,6.8865
940170,6.8865
940230,6.887
940290,6.887
940350,6.887
940410,6.887
940470,6.88733333333333
940530,6.88766666666667
940590,6.8875
940650,6.888
940710,6.88857142857143
940770,6.889
940830,6.8895
940890,6.8895
940950,6.89
941010,6.8906
941070,6.891
941130,6.89166666666667
941190,6.89166666666667
941250,6.8926
941310,6.893
941370,6.89366666666667
941430,6.894
941490,6.8945
941550,6.895
941610,6.89542857142857
941670,6.896
941730,6.8965
941790,6.8965
941850,6.8975
941910,6.8975
941970,6.898
942030,6.89875
942090,6.89933333333333
942150,6.89966666666667
942210,6.9
942270,6.9006
942330,6.9002
942390,6.89616666666667
942450,6.894
942510,6.8915
942570,6.8904
942630,6.89
942690,6.88942857142857
942750,6.889
942810,6.88866666666667
942870,6.8885
942930,6.8885
942990,6.8885
943050,6.8885
943110,6.88857142857143
943170,6.8885
943230,6.889
943290,6.889
943350,6.88944444444444
943410,6.8896
943470,6.89
943530,6.89
943590,6.8905
943650,6.89066666666667
943710,6.891
943770,6.8916
943830,6.892
943890,6.892
943950,6.89266666666667
944010,6.893
944070,6.8936
944130,6.894
944190,6.894
944250,6.89466666666667
944310,6.89533333333333
944370,6.89557142857143
944430,6.896
944490,6.896
944550,6.89666666666667
944610,6.897
944670,6.89766666666667
944730,6.89833333333333
944790,6.89866666666667
944850,6.89933333333333
944910,6.9
944970,6.9006
945030,6.901
945090,6.9
945150,6.897
945210,6.894
945270,6.8915
945330,6.88966666666667
945390,6.889
945450,6.88842857142857
945510,6.8875
945570,6.8875
945630,6.887
945690,6.8865
945750,6.887
945810,6.887
945870,6.887
945930,6.887
945990,6.8865
946050,6.887
946110,6.887
946170,6.8875
946230,6.88757142857143
946290,6.88766666666667
946350,6.888
946410,6.888
946470,6.8886
946530,6.889
946590,6.8894
946650,6.8895
946710,6.89
946770,6.89066666666667
946830,6.891
946890,6.8915
946950,6.892
947010,6.8925
947070,6.893
947130,6.8936
947190,6.894
947250,6.8945
947310,6.895
947370,6.89533333333333
947430,6.89575
947490,6.8965
947550,6.89666666666667
947610,6.8976
947670,6.898
947730,6.8985
947790,6.899
947850,6.8996
947910,6.8995
947970,6.9005
948030,6.90042857142857
948090,6.8985
948150,6.8958
948210,6.893
948270,6.89133333333333
948330,6.89
948390,6.8895
948450,6.889
948510,6.8885
948570,6.888
948630,6.888
948690,6.888
948750,6.888
948810,6.888
948870,6.888
948930,6.888
948990,6.888
949050,6.8885
949110,6.8886
949170,6.8885
949230,6.889
949290,6.889
949350,6.8895
949410,6.89
949470,6.89033333333333
949530,6.8906
949590,6.892
949650,6.892
949710,6.89266666666667
949770,6.8935
949830,6.89433333333333
949890,6.89466666666667
949950,6.8955
950010,6.8955
950070,6.8965
950130,6.897
950190,6.8976
950250,6.8985
950310,6.899
950370,6.89955555555556
950430,6.9
950490,6.901
950550,6.901
950610,6.8985
950670,6.894
950730,6.8895
950790,6.8865
950850,6.8845
950910,6.8834
950970,6.883
951030,6.8824
951090,6.882
951150,6.88166666666667
951210,6.8814
951270,6.88153846153846
951330,6.8815
951390,6.8815
951450,6.8815
951510,6.8814
951570,6.882
951630,6.882
951690,6.882
951750,6.882
951810,6.883
951870,6.8835
951930,6.8836
951990,6.884
952050,6.884
952110,6.88475
952170,6.885
952230,6.8855
952290,6.8856
952350,6.886
952410,6.8866
952470,6.8875
952530,6.8875
952590,6.888
952650,6.8885
952710,6.8895
952770,6.8895
952830,6.8905
952890,6.8905
952950,6.8915
953010,6.892
953070,6.89254545454545
953130,6.89266666666667
953190,6.8936
953250,6.894
953310,6.8945
953370,6.895
953430,6.8956
953490,6.896
953550,6.8965
953610,6.8974
953670,6.89766666666667
953730,6.898
953790,6.899
953850,6.8995
953910,6.8995
953970,6.9
954030,6.90066666666667
954090,6.901
954150,6.899
954210,6.895
954270,6.8905
954330,6.8872
954390,6.885
954450,6.884
954510,6.8835
954570,6.8825
954630,6.882
954690,6.882
954750,6.882
954810,6.882
954870,6.882
954930,6.882
954990,6.882
955050,6.882
955110,6.8825
955170,6.88266666666667
955230,6.883
955290,6.8835
955350,6.884
955410,6.884
955470,6.88455555555556
955530,6.885
955590,6.885
955650,6.8855
955710,6.886
955770,6.8866
955830,6.887
955890,6.8875
955950,6.888
956010,6.888
956070,6.8885
956130,6.889
956190,6.8896
956250,6.89
956310,6.8905
956370,6.8916
956430,6.8915
956490,6.8925
956550,6.8925
956610,6.89333333333333
956670,6.89366666666667
956730,6.894
956790,6.89457142857143
956850,6.895
956910,6.8956
956970,6.896
957030,6.8965
957090,6.897
957150,6.8975
957210,6.898
957270,6.89855555555555
957330,6.899
957390,6.8996
957450,6.9
957510,6.9006
957570,6.9005
957630,6.897
957690,6.89225
957750,6.889
957810,6.887
957870,6.886
957930,6.885
957990,6.88442857142857
958050,6.8845
958110,6.884
958170,6.884
958230,6.884
958290,6.884
958350,6.884
958410,6.8845
958470,6.8846
958530,6.885
958590,6.88533333333333
958650,6.8854
958710,6.88557142857143
958770,6.886
958830,6.88633333333333
958890,6.887
958950,6.887
959010,6.8875
959070,6.888
959130,6.8885
959190,6.8885
959250,6.889
959310,6.88955555555556
959370,6.89
959430,6.8904
959490,6.89075
959550,6.8915
959610,6.892
959670,6.8926
959730,6.8934
959790,6.89375
959850,6.894
959910,6.89466666666667
959970,6.895
960030,6.8955
960090,6.89566666666667
960150,6.89625
960210,6.8966
960270,6.8975
960330,6.898
960390,6.8985
960450,6.899
960510,6.8995
960570,6.8995
960630,6.8995
960690,6.8995
960750,6.9
960810,6.9
960870,6.90042857142857
960930,6.898
960990,6.894
961050,6.89
961110,6.8875
961170,6.8874
961230,6.88642857142857
961290,6.886
961350,6.8855
961410,6.88545454545455
961470,6.88557142857143
961530,6.886
961590,6.886
961650,6.88633333333333
961710,6.8866
961770,6.8865
961830,6.887
961890,6.8874
961950,6.88766666666667
962010,6.888
962070,6.88855555555556
